condition,drugName,Total_Reviews,Avg_Rating,Median_Rating,Positive_Reviews,Neutral_Reviews,Negative_Reviews,Total_Useful_Votes,Avg_Useful_Votes,Avg_Review_Word_Count,Satisfaction_Rate_Pct
Neuralgia,Levetiracetam,6,7.0,8.0,5,0,1,28,4.7,38.5,83.3
Night Terrors,Diazepam,6,10.0,10.0,6,0,0,169,28.2,78.7,100.0
Unknown,Flexeril,6,6.0,6.5,3,1,2,257,42.8,84.0,50.0
Psychosis,Perphenazine,6,7.17,8.5,4,1,1,80,13.3,72.7,66.7
Pulmonary Embolism,Apixaban,6,7.5,7.5,4,2,0,161,26.8,82.2,66.7
Pulmonary Hypertension,Sildenafil,6,6.5,9.0,4,0,2,130,21.7,49.3,66.7
Reflex Sympathetic Dystrophy Syndrome,Trazodone,6,8.0,9.0,5,0,1,201,33.5,73.0,83.3
Undifferentiated Connective Tissue Disease,Plaquenil,6,3.33,1.0,2,0,4,156,26.0,79.7,33.3
Unknown,Acetaminophen / Oxycodone,6,9.67,10.0,6,0,0,51,8.5,66.2,100.0
Headache,Acetaminophen / Diphenhydramine,6,5.17,4.5,3,0,3,54,9.0,42.7,50.0
Unknown,Adipex-P,6,9.67,10.0,6,0,0,54,9.0,61.5,100.0
Unknown,Alprazolam,6,7.17,10.0,4,0,2,105,17.5,87.0,66.7
Unknown,Armodafinil,6,7.67,8.5,5,0,1,27,4.5,87.7,83.3
"Hypothyroidism, After Thyroid Removal",Tirosint,6,8.5,10.0,5,0,1,218,36.3,77.7,83.3
Cold Symptoms,Acetaminophen / Chlorpheniramine / Phenylephrine,6,4.67,4.0,2,1,3,19,3.2,43.8,33.3
Cold Symptoms,Actifed,6,8.17,9.0,5,1,0,32,5.3,35.7,83.3
Pain,Ketamine,6,8.0,10.0,5,0,1,138,23.0,83.3,83.3
Diarrhea,Saccharomyces Boulardii Lyo,6,8.17,8.0,5,1,0,230,38.3,44.7,83.3
Ulcerative Colitis,Asacol,6,5.33,5.0,3,0,3,70,11.7,45.8,50.0
Ulcerative Colitis,Entyvio,6,6.0,5.0,2,3,1,106,17.7,77.3,33.3
"Asthma, Maintenance",Theophylline,6,9.17,10.0,5,1,0,159,26.5,79.5,83.3
"Asthma, acute",Asthmanefrin,6,7.83,8.5,4,2,0,32,5.3,90.3,66.7
"Asthma, acute",Epinephrine,6,9.5,10.0,6,0,0,77,12.8,56.2,100.0
Psoriasis,Olux,6,9.67,10.0,6,0,0,81,13.5,69.7,100.0
Menstrual Disorders,Microgestin Fe 1.5 / 30,6,6.33,7.5,4,0,2,28,4.7,87.7,66.7
Psoriatic Arthritis,Secukinumab,6,3.5,1.5,2,0,4,56,9.3,46.5,33.3
Unknown,Cyclobenzaprine,6,6.5,8.5,4,0,2,258,43.0,67.0,66.7
Unknown,Estradiol,6,7.33,8.5,5,0,1,255,42.5,62.3,83.3
Ulcerative Colitis,Vedolizumab,6,4.0,3.5,1,2,3,104,17.3,93.3,16.7
Allergic Reactions,Benadryl Allergy,6,9.33,10.0,5,1,0,152,25.3,59.2,83.3
Inflammatory Conditions,Prednisolone,6,4.17,3.5,2,1,3,51,8.5,68.3,33.3
Restless Legs Syndrome,Neurontin,6,8.83,9.0,6,0,0,634,105.7,33.7,100.0
Anxiety and Stress,Prazosin,6,9.83,10.0,6,0,0,512,85.3,71.3,100.0
Hypertriglyceridemia,Omega-3 Polyunsaturated Fatty Acids,6,8.17,9.5,5,0,1,345,57.5,40.5,83.3
Allergic Reactions,Chlorpheniramine,6,9.17,9.0,6,0,0,57,9.5,25.7,100.0
Allergic Rhinitis,Allegra-D 12 Hour,6,8.17,9.0,5,1,0,59,9.8,56.3,83.3
Nasal Congestion,Sudafed Congestion,6,8.17,9.5,5,0,1,181,30.2,51.8,83.3
Deep Vein Thrombosis,Pradaxa,6,6.5,6.5,3,3,0,72,12.0,80.7,50.0
Meniere's Disease,Valium,6,9.83,10.0,6,0,0,397,66.2,73.3,100.0
Menorrhagia,Natazia,6,7.17,7.0,3,3,0,25,4.2,108.7,50.0
Pain,Pentazocine,6,5.17,5.0,3,0,3,55,9.2,24.2,50.0
Bacterial Vaginitis,Clindesse,6,7.33,10.0,4,0,2,76,12.7,56.3,66.7
"Breast Cancer, Metastatic",Halaven,6,9.67,10.0,6,0,0,382,63.7,70.0,100.0
Nausea/Vomiting,Haldol,6,2.67,1.5,1,0,5,126,21.0,85.5,16.7
COPD,Aclidinium,6,9.5,10.0,6,0,0,204,34.0,38.7,100.0
COPD,Stiolto Respimat,6,5.83,6.5,3,1,2,136,22.7,48.8,50.0
"Breast Cancer, Metastatic",Xeloda,6,5.0,4.5,2,1,3,175,29.2,96.2,33.3
Bowel Preparation,Miralax,6,3.83,3.0,1,2,3,178,29.7,31.7,16.7
Bowel Preparation,Polyethylene Glycol 3350,6,5.17,5.0,2,2,2,160,26.7,36.7,33.3
"Onychomycosis, Toenail",Fluconazole,6,9.5,10.0,6,0,0,215,35.8,43.5,100.0
Headache,Esgic,6,9.67,10.0,6,0,0,59,9.8,69.3,100.0
Diabetic Peripheral Neuropathy,Topiramate,6,7.33,8.5,5,0,1,292,48.7,110.5,83.3
Bipolar Disorde,Neurontin,6,8.67,8.5,6,0,0,531,88.5,56.3,100.0
Bipolar Disorde,Nuvigil,6,9.67,10.0,6,0,0,251,41.8,88.3,100.0
Pain,Exalgo,6,7.33,8.5,4,1,1,255,42.5,79.8,66.7
Indigestion,Magnesium Hydroxide,6,8.67,9.0,5,1,0,66,11.0,109.2,83.3
Prostatitis,Levaquin,6,4.83,4.5,3,0,3,128,21.3,70.7,50.0
Major Depressive Disorde,Seroquel Xr,6,6.67,9.0,4,0,2,88,14.7,80.3,66.7
Colorectal Cance,Xeloda,6,8.83,10.0,5,1,0,343,57.2,74.0,83.3
Barrett's Esophagus,Pantoprazole,6,8.33,10.0,4,2,0,248,41.3,78.7,66.7
Pain,Talwin,6,5.67,6.0,3,0,3,85,14.2,20.7,50.0
Unknown,Lurasidone,6,1.83,1.0,0,1,5,47,7.8,49.5,0.0
Unknown,Methylphenidate,6,9.0,9.0,6,0,0,177,29.5,97.3,100.0
"Breast Cancer, Metastatic",Femara,6,6.83,9.5,4,0,2,705,117.5,56.0,66.7
Insomnia,Diphenhydramine / Naproxen,6,8.0,9.5,5,0,1,92,15.3,45.7,83.3
Hyperlipoproteinemia,Fenofibrate,6,5.17,5.0,2,2,2,390,65.0,52.8,33.3
Hypersomnia,Nodoz,6,6.67,9.0,4,0,2,89,14.8,33.3,66.7
Hypertensive Emergency,Clonidine,6,9.17,9.5,6,0,0,150,25.0,65.5,100.0
Anxiety,Paxil Cr,6,8.67,8.5,6,0,0,111,18.5,58.3,100.0
Anxiety,Prochlorperazine,6,5.33,5.0,3,0,3,112,18.7,103.7,50.0
Hemorrhoids,Hydrocortisone,6,7.33,9.0,4,1,1,118,19.7,31.2,66.7
Tinea Corporis,Econazole,6,8.5,10.0,5,0,1,77,12.8,31.5,83.3
Tinnitus,Xanax,6,9.17,9.0,6,0,0,656,109.3,33.7,100.0
Trigeminal Neuralgia,Baclofen,6,7.33,9.0,4,1,1,204,34.0,96.5,66.7
Upper Respiratory Tract Infection,Amoxicillin,6,7.5,8.5,5,0,1,264,44.0,58.5,83.3
Eczema,Halobetasol,6,8.0,9.5,5,0,1,47,7.8,38.8,83.3
Constipation,Metamucil,6,8.5,10.0,5,0,1,156,26.0,47.3,83.3
Constipation,Psyllium,6,8.5,10.0,5,0,1,156,26.0,47.3,83.3
Pain,Vicodin Es,6,9.17,9.5,6,0,0,103,17.2,70.3,100.0
Pain,Vistaril,6,5.33,5.5,3,0,3,307,51.2,30.7,50.0
Dental Abscess,Flagyl,6,8.83,9.5,5,1,0,285,47.5,77.3,83.3
Insomnia,Intermezzo,6,9.67,10.0,6,0,0,122,20.3,27.2,100.0
Trigeminal Neuralgia,Topamax,6,5.83,6.5,3,1,2,101,16.8,43.8,50.0
Alcohol Withdrawal,Valium,6,8.5,9.0,5,1,0,316,52.7,47.7,83.3
Migraine,Methylergonovine,6,9.67,10.0,6,0,0,87,14.5,94.7,100.0
Birth Control,Alyacen 1 / 35,6,4.67,3.5,2,1,3,12,2.0,78.5,33.3
Bipolar Disorde,Pristiq,6,8.17,8.5,5,1,0,121,20.2,61.3,83.3
Bipolar Disorde,Valproic Acid,6,6.67,8.5,4,0,2,88,14.7,70.0,66.7
High Cholesterol,Trilipix,6,4.83,4.0,2,1,3,118,19.7,37.8,33.3
"High Cholesterol, Familial Heterozygous",Alirocumab,6,7.83,9.0,5,0,1,80,13.3,85.2,83.3
Rhinitis,Veramyst,6,8.0,8.5,5,1,0,122,20.3,37.5,83.3
Rosacea,Accutane,6,9.17,9.5,6,0,0,116,19.3,92.2,100.0
Ankylosing Spondylitis,Voltaren,6,7.5,8.5,5,0,1,126,21.0,36.5,83.3
Anorexia,Marinol,6,8.17,9.5,5,0,1,199,33.2,64.7,83.3
Anorexia,Megestrol,6,9.17,10.0,5,1,0,96,16.0,66.5,83.3
Overactive Bladde,Belladonna / Opium,6,9.83,10.0,6,0,0,107,17.8,118.8,100.0
Birth Control,Cyclafem 1 / 35,6,6.33,6.5,3,2,1,4,0.7,72.3,50.0
Ovulation Induction,Clomiphene,6,7.33,8.5,5,0,1,165,27.5,71.7,83.3
Cold Symptoms,Pseudoephedrine / Triprolidine,6,8.17,9.0,5,1,0,25,4.2,33.5,83.3
Temporomandibular Joint Disorde,Cyclobenzaprine,6,7.5,9.0,4,1,1,103,17.2,81.7,66.7
Bladder Infection,Methenamine,6,8.0,8.5,5,0,1,284,47.3,106.8,83.3
Opiate Adjunct,Promethazine,6,8.33,10.0,5,0,1,171,28.5,65.2,83.3
Prevention of Osteoporosis,Alendronate,6,2.67,1.5,1,0,5,379,63.2,54.8,16.7
Progesterone Insufficiency,Prometrium,6,8.5,8.5,6,0,0,234,39.0,66.3,100.0
Unknown,Sildenafil,6,9.5,10.0,6,0,0,235,39.2,67.2,100.0
Acne,Zenatane,6,8.17,9.5,5,0,1,47,7.8,174.0,83.3
Unknown,Tadalafil,6,9.17,9.5,6,0,0,122,20.3,88.3,100.0
Unknown,Testosterone,6,6.83,8.5,4,0,2,57,9.5,89.3,66.7
Unknown,Xanax,6,8.33,10.0,5,0,1,97,16.2,90.2,83.3
Unknown,Zoloft,6,9.0,9.5,6,0,0,85,14.2,65.3,100.0
Temporomandibular Joint Disorde,Diazepam,6,9.33,9.5,6,0,0,155,25.8,73.7,100.0
Hepatitis B,Viread,6,7.5,7.0,3,3,0,134,22.3,77.7,50.0
Scabies,Permethrin,6,6.33,6.5,3,2,1,205,34.2,103.5,50.0
Angina,Nitroglycerin,6,9.0,9.0,6,0,0,199,33.2,47.0,100.0
Ankylosing Spondylitis,Infliximab,6,7.0,8.0,5,0,1,130,21.7,66.2,83.3
Cervical Dystonia,Baclofen,6,5.33,7.0,4,0,2,139,23.2,25.0,66.7
Muscle Spasm,Soma Compound,6,9.33,9.5,6,0,0,94,15.7,39.5,100.0
Narcolepsy,Concerta,6,8.0,9.0,5,0,1,155,25.8,81.2,83.3
Muscle Pain,Salonpas Pain Patch,6,4.17,4.0,1,2,3,10,1.7,59.2,16.7
Atrial Flutte,Diltiazem,6,3.17,3.0,0,2,4,95,15.8,63.2,0.0
Cutaneous Candidiasis,Nystatin,6,8.83,10.0,5,1,0,68,11.3,64.2,83.3
"Glaucoma, Open Angle",Bimatoprost,6,6.17,7.0,3,1,2,168,28.0,48.2,50.0
Not Listed / Othe,Quetiapine,6,6.5,8.0,4,0,2,5,0.8,76.3,66.7
Obesity,Didrex,6,8.33,10.0,5,0,1,187,31.2,46.2,83.3
"Breast Cancer, Metastatic",Eribulin,6,9.5,10.0,6,0,0,357,59.5,70.7,100.0
Unknown,Seroquel,6,7.17,8.0,4,1,1,34,5.7,57.7,66.7
Insomnia,Somnote,6,9.5,10.0,6,0,0,75,12.5,40.2,100.0
Premenstrual Dysphoric Disorde,Escitalopram,6,9.17,9.0,6,0,0,274,45.7,114.0,100.0
Prevention of Bladder infection,Methenamine,6,9.83,10.0,6,0,0,225,37.5,50.7,100.0
"Diabetes, Type 2",Tanzeum,6,5.33,4.5,2,2,2,48,8.0,50.3,33.3
Birth Control,Junel 1 / 20,6,6.67,7.0,3,2,1,5,0.8,79.3,50.0
Cluster Headaches,Prednisone,6,9.17,9.0,6,0,0,92,15.3,52.2,100.0
Birth Control,Femcon Fe,6,8.17,8.0,5,1,0,29,4.8,70.8,83.3
"Diabetes, Type 2",Chromium Picolinate,6,9.33,10.0,6,0,0,700,116.7,52.5,100.0
High Blood Pressure,Twynsta,6,8.83,9.0,5,1,0,74,12.3,33.3,83.3
Allergic Rhinitis,Claritin-D,6,4.67,4.5,2,2,2,82,13.7,45.3,33.3
Skin or Soft Tissue Infection,Metronidazole,6,5.5,6.5,3,1,2,25,4.2,82.0,50.0
Skin or Soft Tissue Infection,Minocycline,6,4.5,4.0,1,2,3,35,5.8,64.0,16.7
Light Sedation,Promethazine,6,6.83,9.5,4,0,2,139,23.2,31.2,66.7
Crohn's Disease,Cholestyramine,6,9.0,10.0,5,1,0,231,38.5,62.7,83.3
Acne,Minocin,6,7.67,7.0,3,3,0,104,17.3,76.3,50.0
Gas,Simethicone,6,8.5,10.0,5,0,1,371,61.8,35.3,83.3
Upper Respiratory Tract Infection,Biaxin,6,5.67,7.0,3,1,2,198,33.0,46.2,50.0
Urinary Incontinence,Trospium,6,7.33,8.0,5,0,1,163,27.2,38.8,83.3
Dyspareunia,Osphena,6,7.67,9.0,5,0,1,172,28.7,77.8,83.3
Postural Orthostatic Tachycardia Syndrome,Midodrine,6,6.5,8.5,4,0,2,131,21.8,68.7,66.7
Stomach Ulce,Omeprazole,6,5.0,5.0,3,0,3,55,9.2,22.8,50.0
Stomach Ulce,Protonix,6,8.0,9.5,5,0,1,364,60.7,45.8,83.3
Hemorrhoids,Lidocaine,6,7.0,9.5,4,0,2,53,8.8,39.8,66.7
Otitis Media,Azithromycin,6,6.33,7.0,3,1,2,66,11.0,45.7,50.0
Otitis Media,Sulfamethoxazole / Trimethoprim,6,5.17,4.5,2,2,2,39,6.5,39.3,33.3
High Blood Pressure,Prazosin,6,4.33,4.0,1,2,3,91,15.2,43.7,16.7
Schizophrenia,Clozaril,6,8.83,9.0,6,0,0,574,95.7,70.0,100.0
Osteoarthritis,Bioflavonoids,6,8.17,9.5,5,0,1,149,24.8,67.5,83.3
Multiple Sclerosis,Avonex Pen,6,9.83,10.0,6,0,0,19,3.2,69.5,100.0
Multiple Sclerosis,Corticotropin,6,7.17,7.5,3,2,1,45,7.5,69.8,50.0
Herbal Supplementation,Lecithin,6,9.5,9.5,6,0,0,258,43.0,52.2,100.0
"Diabetes, Type 2",Jentadueto,6,6.67,7.5,4,0,2,25,4.2,39.5,66.7
Allergic Rhinitis,Veramyst,6,8.0,9.5,5,0,1,40,6.7,43.7,83.3
Sedation,Phenergan,6,6.83,8.5,4,0,2,361,60.2,54.5,66.7
Parkinson's Disease,Carbidopa / Entacapone / Levodopa,6,5.67,7.0,3,1,2,51,8.5,36.5,50.0
Parkinson's Disease,Pramipexole,6,4.83,5.0,3,0,3,148,24.7,90.5,50.0
"Crohn's Disease, Acute",Humira,6,6.83,8.5,4,0,2,154,25.7,74.5,66.7
"Crohn's Disease, Maintenance",Asacol,6,9.17,9.0,6,0,0,103,17.2,37.0,100.0
Interstitial Cystitis,Pyridium,6,7.0,9.5,4,0,2,170,28.3,30.8,66.7
Panic Disorde,Anafranil,6,9.17,10.0,5,1,0,433,72.2,96.3,83.3
Acne,Estarylla,6,5.5,7.0,4,0,2,30,5.0,92.0,66.7
Acne,Benzamycin,6,7.67,8.5,5,0,1,91,15.2,92.0,83.3
Urinary Tract Infection,Cefuroxime,6,6.67,8.5,4,0,2,165,27.5,79.5,66.7
Panic Disorde,Pristiq,6,7.83,8.0,5,1,0,57,9.5,91.3,83.3
Back Pain,Relafen,6,7.17,8.0,5,0,1,431,71.8,56.2,83.3
Birth Control,Marlissa,6,5.5,5.0,3,0,3,20,3.3,107.0,50.0
Birth Control,Mono-Linyah,6,6.33,7.5,3,1,2,50,8.3,101.5,50.0
Osteolytic Bone Metastases of Solid Tumors,Zoledronic Acid,6,7.0,9.5,4,0,2,61,10.2,37.2,66.7
"Diabetes, Type 2",Insulin Aspart,6,7.33,8.0,5,0,1,32,5.3,34.0,83.3
Herpes Zoste,Acyclovir,6,8.5,8.5,6,0,0,113,18.8,72.5,100.0
Skin and Structure Infection,Zyvox,6,8.5,9.5,5,1,0,120,20.0,64.2,83.3
Diabetic Peripheral Neuropathy,Nucynta Er,6,9.0,9.0,6,0,0,156,26.0,73.0,100.0
Chronic Myofascial Pain,Cyclobenzaprine,6,5.0,4.0,2,2,2,77,12.8,69.7,33.3
Chronic Pain,Endocet,6,9.0,9.0,6,0,0,262,43.7,59.3,100.0
Ventricular Tachycardia,Atenolol,6,8.17,9.0,5,1,0,151,25.2,56.0,83.3
Vertig,Bonine,6,8.5,9.5,5,0,1,527,87.8,41.2,83.3
Vitamin B12 Deficiency,Cyanocobalamin,6,9.33,10.0,5,1,0,131,21.8,56.0,83.3
Not Listed / Othe,Acetaminophen / Oxycodone,6,9.67,10.0,6,0,0,8,1.3,34.3,100.0
Periodic Limb Movement Disorde,Klonopin,6,9.0,9.0,6,0,0,123,20.5,58.2,100.0
Periodic Limb Movement Disorde,Ropinirole,6,2.5,1.0,1,0,5,97,16.2,24.7,16.7
"Constipation, Acute",Docusate / Senna,6,7.67,9.0,4,1,1,63,10.5,23.7,66.7
Irritable Bowel Syndrome,Escitalopram,6,7.83,9.5,5,0,1,135,22.5,98.2,83.3
Post Traumatic Stress Disorde,Amitriptyline,6,9.5,9.5,6,0,0,103,17.2,90.2,100.0
Abnormal Uterine Bleeding,Aviane,6,7.67,9.0,5,0,1,24,4.0,77.0,83.3
Urticaria,Loratadine,6,5.33,5.0,2,2,2,90,15.0,53.7,33.3
Vaginal Yeast Infection,Itraconazole,6,9.17,10.0,5,1,0,87,14.5,43.8,83.3
Abnormal Uterine Bleeding,Previfem,6,5.67,6.0,3,1,2,3,0.5,120.5,50.0
Mountain Sickness / Altitude Sickness,Acetazolamide,6,9.17,10.0,5,1,0,206,34.3,68.0,83.3
Sinusitis,Azithromycin Dose Pack,6,8.0,8.5,5,1,0,154,25.7,45.0,83.3
Allergic Rhinitis,Omnaris,6,6.83,7.5,3,2,1,64,10.7,56.8,50.0
High Blood Pressure,Inderal,6,4.83,4.5,3,0,3,249,41.5,57.7,50.0
"Sexual Dysfunction, SSRI Induced",Dextroamphetamine,6,9.5,10.0,6,0,0,234,39.0,53.3,100.0
Alopecia,Kenalog-10,6,9.83,10.0,6,0,0,283,47.2,82.5,100.0
Alzheimer's Disease,Galantamine,6,6.83,8.0,4,1,1,76,12.7,56.7,66.7
Sinus Symptoms,Acetaminophen / Pseudoephedrine,6,10.0,10.0,6,0,0,38,6.3,40.2,100.0
Sinus Symptoms,Dexbrompheniramine / Pseudoephedrine,6,10.0,10.0,6,0,0,33,5.5,37.3,100.0
Nocturnal Leg Cramps,Carisoprodol,6,9.83,10.0,6,0,0,485,80.8,55.3,100.0
ADHD,Wellbutrin Xl,6,9.0,9.0,6,0,0,416,69.3,84.2,100.0
Nocturnal Leg Cramps,Soma,6,10.0,10.0,6,0,0,540,90.0,53.0,100.0
ADHD,Pemoline,6,9.5,10.0,6,0,0,59,9.8,96.0,100.0
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,6,3.5,3.0,1,2,3,4,0.7,126.2,16.7
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,6,6.33,6.5,3,2,1,31,5.2,60.0,50.0
ADHD,Cylert,6,9.5,10.0,6,0,0,67,11.2,117.0,100.0
moterol),Formoterol,5,8.6,10.0,4,1,0,59,11.8,23.8,80.0
Non-Small Cell Lung Cance,Gefitinib,5,9.6,10.0,5,0,0,157,31.4,92.2,100.0
Non-Hodgkin's Lymphoma,Rituxan,5,9.2,9.0,5,0,0,397,79.4,62.4,100.0
New Daily Persistent Headache,Sumatriptan,5,6.2,9.0,3,0,2,25,5.0,79.8,60.0
Abnormal Uterine Bleeding,Lyza,5,2.6,2.0,0,2,3,51,10.2,68.0,0.0
Abnormal Uterine Bleeding,Apri,5,6.0,7.0,3,1,1,16,3.2,77.0,60.0
Vulvodynia,Gabapentin,5,7.2,8.0,3,1,1,176,35.2,54.4,60.0
Erosive Esophagitis,Nexium,5,9.0,9.0,5,0,0,99,19.8,54.8,100.0
Erosive Esophagitis,Rabeprazole,5,8.2,10.0,4,0,1,92,18.4,27.8,80.0
Extrapyramidal Reaction,Trihexyphenidyl,5,7.4,7.0,4,0,1,20,4.0,37.4,80.0
Endometriosis,Aviane,5,8.8,10.0,4,1,0,54,10.8,101.2,80.0
Endometriosis,Ethinyl Estradiol / Norgestrel,5,7.4,9.0,4,0,1,26,5.2,72.6,80.0
Vitamin/Mineral Supplementation during Pregnancy/Lactation,Citranatal 90 Dha,5,6.4,7.0,3,1,1,52,10.4,31.2,60.0
Vitamin/Mineral Supplementation during Pregnancy/Lactation,Duet Dha,5,8.0,9.0,4,1,0,36,7.2,41.4,80.0
Acne,Clarifoam Ef,5,9.2,10.0,4,1,0,105,21.0,77.2,80.0
Keratosis,Carac,5,9.4,10.0,5,0,0,604,120.8,100.4,100.0
Back Pain,Aspirin,5,7.6,9.0,4,0,1,81,16.2,14.0,80.0
Back Pain,Cataflam,5,8.8,9.0,5,0,0,209,41.8,54.8,100.0
Cough and Nasal Congestion,Dextromethorphan / Guaifenesin / Pseudoephedrine,5,9.6,10.0,5,0,0,13,2.6,39.0,100.0
Irritable Bowel Syndrome,Methscopolamine,5,7.2,8.0,4,0,1,35,7.0,41.4,80.0
Polycystic Ovary Syndrome,Loseasonique,5,5.8,7.0,3,0,2,27,5.4,84.0,60.0
Polycystic Ovary Syndrome,Seasonique,5,6.0,6.0,2,2,1,33,6.6,121.4,40.0
Osteoarthritis,Naprosyn,5,6.0,5.0,2,2,1,197,39.4,22.4,40.0
Osteoarthritis,Piroxicam,5,7.8,9.0,4,0,1,148,29.6,70.8,80.0
Birth Control,Mircette,5,4.0,4.0,1,2,2,21,4.2,95.2,20.0
Osteolytic Bone Metastases of Solid Tumors,Zometa,5,5.4,5.0,2,1,2,56,11.2,26.2,40.0
Chronic Pain,Naloxone / Pentazocine,5,8.2,10.0,4,0,1,50,10.0,62.6,80.0
High Blood Pressure,Hydrochlorothiazide / Irbesartan,5,9.4,10.0,5,0,0,43,8.6,66.2,100.0
"Diabetes, Type 1",Lantus,5,8.4,9.0,4,1,0,115,23.0,69.0,80.0
Sinusitis,Omnicef,5,6.4,8.0,3,1,1,180,36.0,38.2,60.0
"Diabetes, Type 2",Metformin / Sitagliptin,5,5.0,3.0,2,0,3,15,3.0,48.6,40.0
Herpes Zoste,Famciclovir,5,8.0,9.0,4,1,0,96,19.2,71.0,80.0
Herpes Zoste,Valtrex,5,8.0,10.0,4,0,1,244,48.8,33.4,80.0
Skin Cance,Carac,5,8.8,9.0,5,0,0,454,90.8,56.2,100.0
Skin Cance,Efudex,5,7.8,9.0,3,2,0,399,79.8,81.0,60.0
Skin and Structure Infection,Linezolid,5,8.2,9.0,4,1,0,91,18.2,69.4,80.0
Allergic Rhinitis,Budesonide,5,8.0,9.0,4,0,1,32,6.4,31.2,80.0
Opioid-Induced Constipation,Amitiza,5,3.6,1.0,2,0,3,14,2.8,64.8,40.0
Dermatological Disorders,Urea,5,9.6,10.0,5,0,0,159,31.8,81.8,100.0
"Organ Transplant, Rejection Prophylaxis",Mycophenolate Mofetil,5,9.0,9.0,5,0,0,63,12.6,27.6,100.0
Birth Control,Zovia 1 / 35,5,6.2,9.0,3,0,2,17,3.4,106.4,60.0
Osteoarthritis,Limbrel,5,8.0,10.0,4,0,1,138,27.6,79.8,80.0
Hereditary Angioedema,C1 Esterase Inhibitor (Human),5,8.6,10.0,4,0,1,22,4.4,47.6,80.0
Herpes Simplex,Zovirax,5,7.4,8.0,4,0,1,124,24.8,86.8,80.0
Secondary Hyperparathyroidism,Sensipar,5,8.4,9.0,4,1,0,64,12.8,65.8,80.0
Sedation,Vistaril,5,6.6,6.0,2,2,1,382,76.4,83.2,40.0
Anesthesia,Emla,5,8.6,10.0,4,1,0,64,12.8,80.4,80.0
Anesthesia,Lidocaine,5,3.0,1.0,1,0,4,39,7.8,57.4,20.0
Anesthesia,Lidocaine / Prilocaine,5,8.8,9.0,5,0,0,42,8.4,85.4,100.0
Angina,Metoprolol,5,7.0,9.0,3,1,1,64,12.8,66.8,60.0
Seizures,Eslicarbazepine,5,7.2,9.0,4,0,1,74,14.8,92.0,80.0
Seizures,Fycompa,5,6.4,8.0,3,0,2,111,22.2,70.2,60.0
Seizures,Topiramate,5,9.0,10.0,5,0,0,35,7.0,114.4,100.0
Osteoarthritis,Methylprednisolone,5,8.4,9.0,4,1,0,180,36.0,73.8,80.0
High Blood Pressure,Terazosin,5,7.0,9.0,3,1,1,182,36.4,46.2,60.0
Dermatitis,Betamethasone,5,9.6,10.0,5,0,0,67,13.4,70.2,100.0
Smoking Cessation,Nicorette,5,8.4,10.0,4,0,1,122,24.4,84.4,80.0
Supraventricular Tachycardia,Atenolol,5,7.8,9.0,4,0,1,64,12.8,51.8,80.0
Supraventricular Tachycardia,Bisoprolol,5,4.6,3.0,2,0,3,128,25.6,62.8,40.0
Hepatic Encephalopathy,Rifaximin,5,6.4,10.0,3,0,2,68,13.6,76.0,60.0
Hepatitis B,Tenofovir,5,8.0,9.0,3,2,0,184,36.8,81.0,60.0
Sciatica,Arthrotec,5,9.2,9.0,5,0,0,348,69.6,89.0,100.0
Sciatica,Ibuprofen,5,6.8,8.0,4,0,1,96,19.2,50.2,80.0
Sciatica,Voltaren,5,8.2,9.0,3,2,0,301,60.2,34.8,60.0
High Blood Pressure,Metoprolol Tartrate,5,6.2,8.0,3,1,1,207,41.4,60.8,60.0
Chronic Pain,Ultram Odt,5,5.8,5.0,2,2,1,164,32.8,61.0,40.0
Mitral Valve Prolapse,Nebivolol,5,8.4,9.0,4,1,0,169,33.8,68.2,80.0
Otitis Externa,Hydrocortisone / Neomycin / Polymyxin B,5,5.4,5.0,2,1,2,6,1.2,42.6,40.0
Otitis Media,Amoxicillin,5,5.2,6.0,2,1,2,45,9.0,95.2,40.0
Ovarian Cysts,Loseasonique,5,6.4,6.0,2,2,1,38,7.6,90.0,40.0
Ankylosing Spondylitis,Secukinumab,5,1.6,2.0,0,0,5,66,13.2,53.6,0.0
"High Cholesterol, Familial Heterozygous",Praluent,5,8.0,10.0,4,0,1,43,8.6,91.8,80.0
Muscle Pain,Voltaren,5,7.8,10.0,4,0,1,224,44.8,51.4,80.0
Opiate Withdrawal,Robaxin,5,7.8,8.0,4,1,0,833,166.6,41.6,80.0
Hepatitis C,Daklinza,5,9.6,10.0,5,0,0,19,3.8,56.6,100.0
Hepatitis C,Ribavirin,5,6.6,8.0,3,1,1,63,12.6,72.4,60.0
"Diabetes, Type 2",Rosiglitazone,5,4.6,3.0,2,0,3,70,14.0,42.4,40.0
Supraventricular Tachycardia,Cartia Xt,5,6.8,9.0,3,0,2,177,35.4,56.6,60.0
Allergic Rhinitis,Ciclesonide,5,7.4,9.0,3,1,1,53,10.6,85.8,60.0
Cluster Headaches,Indomethacin,5,9.0,9.0,5,0,0,32,6.4,34.2,100.0
Cluster Headaches,Lithium,5,8.0,10.0,4,0,1,87,17.4,46.0,80.0
Cold Sores,Famvir,5,9.0,10.0,4,1,0,160,32.0,61.6,80.0
Migraine Prevention,Inderal La,5,6.0,9.0,3,0,2,160,32.0,46.4,60.0
